"","MedicalText"
"14576","Potassium"
"14577","Potassium"
"14578","Potassium"
"14579","Potassium"
"14580","Potassium"
"14581","Potassium"
"14582","Potassium"
"14583","Potassium"
"14584","Potassium"
"14585","Potassium"
"14586","Potassium"
"14587","Potassium"
"14588","Potassium"
"14589","Potassium"
"14590","Potassium"
"14591","Potassium"
"14592","Potassium"
"14593","Potassium"
"14594","Potassium"
"14595","Potassium"
"14596","Potassium"
"14597","Potassium"
"14598","Potassium"
"14599","Potassium"
"14600","Potassium"
"14601","Potassium"
"14602","Potassium"
"14603","Potassium"
"14604","Potassium"
"14605","Potassium"
"14606","Potassium"
"14607","Potassium"
"14608","Potassium"
"14609","Potassium"
"14610","Potassium"
"14611","Potassium"
"14612","Potassium"
"14613","Potassium"
"14614","Potassium"
"14615","Potassium"
"14616","Potassium"
"14617","Potassium"
"14618","Potassium"
"14619","Potassium"
"14620","Potassium"
"14621","Potassium"
"14622","Potassium"
"14623","Potassium"
"14624","Potassium"
"14625","Potassium"
"14626","Potassium"
"14627","Potassium"
"14628","Potassium"
"14629","Potassium"
"14630","Potassium"
"14631","Potassium"
"14632","Potassium"
"14633","Potassium"
"14634","Potassium"
"14635","Potassium"
"14636","Potassium"
"14637","Potassium"
"14638","Potassium"
"14639","Potassium"
"14640","Potassium"
"14641","Potassium"
"14642","Potassium"
"14643","Potassium"
"14644","Potassium"
"14645","Potassium"
"14646","Potassium"
"14647","Potassium"
"14648","Potassium"
"14649","Potassium"
"14650","Potassium"
"14651","Potassium"
"14652","Potassium"
"14653","Potassium"
"14654","Potassium"
"14655","Potassium"
"14656","Potassium"
"14657","Potassium"
"14658","Potassium"
"14659","Potassium"
"14660","Potassium"
"14661","Potassium"
"14662","Potassium"
"14663","Potassium"
"14664","Potassium"
"14665","Potassium"
"14666","Potassium"
"14667","Potassium"
"14668","Potassium"
"14669","Potassium"
"14670","Potassium"
"14671","Potassium"
"14672","Potassium"
"14673","Potassium"
"14674","Potassium"
"14675","Potassium"
"14676","Potassium"
"14677","Potassium"
"14678","Potassium"
"14679","Potassium"
"14680","Potassium"
"14681","Potassium"
"14682","Potassium"
"14683","Potassium"
"14684","Potassium"
"14685","Potassium"
"14686","Potassium"
"14687","Potassium"
"14688","Potassium"
"14689","Potassium"
"14690","Potassium"
"14691","Potassium"
"14692","Potassium"
"14693","Potassium"
"14694","Potassium"
"14695","Potassium"
"14696","Potassium"
"14697","Potassium"
"14698","Potassium"
"14699","Potassium"
"14700","Potassium"
"14701","Potassium"
"14702","Potassium"
"14703","Potassium"
"14704","Potassium"
"14705","Potassium"
"14706","Potassium"
"14707","Potassium"
"14708","Potassium"
"14709","Potassium"
"14710","Potassium"
"14711","Potassium"
"14712","Potassium"
"14713","Potassium"
"14714","Potassium"
"14715","Potassium"
"14716","Potassium"
"14717","Potassium"
"14718","Potassium"
"14719","Potassium"
"14720","Potassium"
"14721","Potassium"
"14722","Potassium"
"14723","Potassium"
"14724","Potassium"
"14725","Potassium"
"14726","Potassium"
"14727","Potassium"
"14728","Potassium"
"14729","Potassium"
"14730","Potassium"
"14731","Potassium"
"14732","Potassium"
"14733","Potassium"
"14734","Potassium"
"14735","Potassium"
"14736","Potassium"
"14737","Potassium"
"14738","Potassium"
"14739","Potassium"
"14740","Potassium"
"14741","Potassium"
"14742","Potassium"
"14743","Potassium"
"14744","Potassium"
"14745","Potassium"
"14746","Potassium"
"14747","Potassium"
"14748","Potassium"
"14749","Potassium"
"14750","Potassium"
"14751","Potassium"
"14752","Potassium"
"14753","Potassium"
"14754","Potassium"
"14755","Potassium"
"14756","Potassium"
"14757","Potassium"
"14758","Potassium"
"14759","Potassium"
"14760","Potassium"
"14761","Potassium"
"14762","Potassium"
"14763","Potassium"
"14764","Potassium"
"14765","Potassium"
"14766","Potassium"
"14767","Potassium"
"14768","Potassium"
"14769","Potassium"
"14770","Potassium"
"14771","Potassium"
"14772","Potassium"
"14773","Potassium"
"14774","Potassium"
"14775","Potassium"
"14776","Potassium"
"14777","Potassium"
"14778","Potassium"
"14779","Potassium"
"14780","Potassium"
"14781","Potassium"
"14782","Potassium"
"14783","Potassium"
"14784","Potassium"
"14785","Potassium"
"14786","Potassium"
"14787","Potassium"
"14788","Potassium"
"14789","Potassium"
"14790","Potassium"
"14791","Potassium"
"14792","Potassium"
"14793","Potassium"
"14794","Potassium"
"14795","Potassium"
"14796","Potassium"
"14797","Potassium"
"14798","Potassium"
"14799","Potassium"
"14800","Potassium"
"14801","Potassium"
"14802","Potassium"
"14803","Potassium"
"14804","Potassium"
"14805","Potassium"
"14806","Potassium"
"14807","Potassium"
"14808","Potassium"
"14809","Potassium"
"14810","Potassium"
"14811","Potassium"
"14812","Potassium"
"14813","Potassium"
"14814","Potassium"
"14815","Potassium"
"14816","Potassium"
"14817","Potassium"
"14818","Potassium"
"14819","Potassium"
"14820","Potassium"
"14821","Potassium"
"14822","Potassium"
"14823","Potassium"
"14824","Potassium"
"14825","Potassium"
"14826","Potassium"
"14827","Potassium"
"14828","Potassium"
"14829","Potassium"
"14830","Potassium"
"14831","Potassium"
"14832","Potassium"
"14833","Potassium"
"14834","Potassium"
"14835","Potassium"
"14836","Potassium"
"14837","Potassium"
"14838","Potassium"
"14839","Potassium"
"14840","Potassium"
"14841","Potassium"
"14842","Potassium"
"14843","Potassium"
"14844","Potassium"
"14845","Potassium"
"14846","Potassium"
"14847","Potassium"
"14848","Potassium"
"14849","Potassium"
"14850","Potassium"
"14851","Potassium"
"14852","Potassium"
"14853","Potassium"
"14854","Potassium"
"14855","Potassium"
"14856","Potassium"
"14857","Potassium"
"14858","Potassium"
"14859","Potassium"
"14860","Potassium"
"14861","Potassium"
"14862","Potassium"
"14863","Potassium"
"14864","Potassium"
"14865","Potassium"
"14866","Potassium"
"14867","Potassium"
"14868","Potassium"
"14869","Potassium"
"14870","Potassium"
"14871","Potassium"
"14872","Potassium"
"14873","Potassium"
"14874","Potassium"
"14875","Potassium"
"14876","Potassium"
"14877","Potassium"
"14878","Potassium"
"14879","Potassium"
"14880","Potassium"
"14881","Potassium"
"14882","Potassium"
"14883","Potassium"
"14884","Potassium"
"14885","Potassium"
"14886","Potassium"
"14887","Potassium"
"14888","Potassium"
"14889","Potassium"
"14890","Potassium"
"14891","Potassium"
"14892","Potassium"
"14893","Potassium"
"14894","Potassium"
"14895","Potassium"
"14896","Potassium"
"14897","Potassium"
"14898","Potassium"
"14899","Potassium"
"14900","Potassium"
"14901","Potassium"
"14902","Potassium"
"14903","Potassium"
"14904","Potassium"
"14905","Potassium"
"14906","Potassium"
"14907","Potassium"
"14908","Potassium"
"14909","Potassium"
"14910","Potassium"
"14911","Potassium"
"14912","Potassium"
"14913","Potassium"
"14914","Potassium"
"14915","Potassium"
"14916","Potassium"
"14917","Potassium"
"14918","Potassium"
"14919","Potassium"
"14920","Potassium"
"14921","Potassium"
"14922","Potassium"
"14923","Potassium"
"14924","Potassium"
"14925","Potassium"
"14926","Potassium"
"14927","Potassium"
"14928","Potassium"
"14929","Potassium"
"14930","Potassium"
"14931","Potassium"
"14932","Potassium"
"14933","Potassium"
"14934","Potassium"
"14935","Potassium"
"14936","Potassium"
"14937","Potassium"
"14938","Potassium"
"14939","Potassium"
"14940","Potassium"
"14941","Potassium"
"14942","Potassium"
"14943","Potassium"
"14944","Potassium"
"14945","Potassium"
"14946","Potassium"
"14947","Potassium"
"14948","Potassium"
"14949","Potassium"
"14950","Potassium"
"14951","Potassium"
"14952","Potassium"
"14953","Potassium"
"14954","Potassium"
"14955","Potassium"
"14956","Potassium"
"14957","Potassium"
"14958","Potassium"
"14959","Potassium"
"14960","Potassium"
"14961","Potassium"
"14962","Potassium"
"14963","Potassium"
"14964","Potassium"
"14965","Potassium"
"14966","Potassium"
"14967","Potassium"
"14968","Potassium"
"14969","Potassium"
"14970","Potassium"
"14971","Potassium"
"14972","Potassium"
"14973","Potassium"
"14974","Potassium"
"14975","Potassium"
"14976","Potassium"
"14977","Potassium"
"14978","Potassium"
"14979","Potassium"
"14980","Potassium"
"14981","Potassium"
"14982","Potassium"
"14983","Potassium"
"14984","Potassium"
"14985","Potassium"
"14986","Potassium"
"14987","Potassium"
"14988","Potassium"
"14989","Potassium"
"14990","Potassium"
"14991","Potassium"
"14992","Potassium"
"14993","Potassium"
"14994","Potassium"
"14995","Potassium"
"14996","Potassium"
"14997","Potassium"
"14998","Potassium"
"14999","Potassium"
"15000","Potassium"
"15001","Potassium"
"15002","Potassium"
"15003","Potassium"
"15004","Potassium"
"15005","Potassium"
"15006","Potassium"
"15007","Potassium"
"15008","Potassium"
"15009","Potassium"
"15010","Potassium"
"15011","Potassium"
"15012","Potassium"
"15013","Potassium"
"15014","Potassium"
"15015","Potassium"
"15016","Potassium"
"15017","Potassium"
"15018","Potassium"
"15019","Potassium"
"15020","Potassium"
"15021","Potassium"
"15022","Potassium"
"15023","Potassium"
"15024","Potassium"
"15025","Potassium"
"15026","Potassium"
"15027","Potassium"
"15028","Potassium"
"15029","Potassium"
"15030","Potassium"
"15031","Potassium"
"15032","Potassium"
"15033","Potassium"
"15034","Potassium"
"15035","Potassium"
"15036","Potassium"
"15037","Potassium"
"15038","Potassium"
"15039","Potassium"
"15040","Potassium"
"15041","Potassium"
"15042","Potassium"
"15043","Potassium"
"15044","Potassium"
"15045","Potassium"
"15046","Potassium"
"15047","Potassium"
"15048","Potassium"
"15049","Potassium"
"15050","Potassium"
"15051","Potassium"
"15052","Potassium"
"15053","Potassium"
"15054","Potassium"
"15055","Potassium"
"15056","Potassium"
"15057","Potassium"
"15058","Potassium"
"15059","Potassium"
"15060","Potassium"
"15061","Potassium"
"15062","Potassium"
"15063","Potassium"
"15064","Potassium"
"15065","Potassium"
"15066","Potassium"
"15067","Potassium"
"15068","Potassium"
"15069","Potassium"
"15070","Potassium"
"15071","Potassium"
"15072","Potassium"
"15073","Potassium"
"15074","Potassium"
"15075","Potassium"
"15076","Potassium"
"15077","Potassium"
"15078","Potassium"
"15079","Potassium"
"15080","Potassium"
"15081","Potassium"
"15082","Potassium"
"15083","Potassium"
"15084","Potassium"
"15085","Potassium"
"15086","Potassium"
"15087","Potassium"
"15088","Potassium"
"15089","Potassium"
"15090","Potassium"
"15091","Potassium"
"15092","Potassium"
"15093","Potassium"
"15094","Potassium"
"15095","Potassium"
"15096","Potassium"
"15097","Potassium"
"15098","Potassium"
"15099","Potassium"
"15100","Potassium"
"15101","Potassium"
"15102","Potassium"
"15103","Potassium"
"15104","Potassium"
"15105","Potassium"
"15106","Potassium"
"15107","Potassium"
"15108","Potassium"
"15109","Potassium"
"15110","Potassium"
"15111","Potassium"
"15112","Potassium"
"15113","Potassium"
"15114","Potassium"
"15115","Potassium"
"15116","Potassium"
"15117","Potassium"
"15118","Potassium"
"15119","Potassium"
"15120","Potassium"
"15121","Potassium"
"15122","Potassium"
"15123","Progesterone"
"15124","Progesterone"
"15125","Progesterone"
"15126","Prolactin"
"15127","Prolactin"
"15128","Prolactin"
"15129","Prolactin"
"15130","Prolactin"
"15131","Prolactin"
"15132","Prolactin"
"15133","Prolactin"
"15134","Prolactin"
"15135","Prolactin"
"15136","Protein"
"15137","Protein"
"15138","Protein"
"15139","Protein"
"15140","Protein"
"15141","Protein"
"15142","Protein"
"15143","Protein"
"15144","Protein"
"15145","Protein"
"15146","Protein"
"15147","Protein"
"15148","Protein"
"15149","Protein"
"15150","Protein"
"15151","Protein"
"15152","Protein"
"15153","Protein"
"15154","Protein"
"15155","Protein"
"15156","Protein"
"15157","Protein"
"15158","Protein"
"15159","Protein"
"15160","Protein"
"15161","Protein"
"15162","Protein"
"15163","Protein"
"15164","Protein"
"15165","Protein"
"15166","Protein"
"15167","Protein"
"15168","Protein"
"15169","Protein"
"15170","Protein"
"15171","Protein"
"15172","Protein"
"15173","Protein"
"15174","Protein"
"15175","Protein"
"15176","Protein"
"15177","Protein"
"15178","Protein"
"15179","Protein"
"15180","Protein"
"15181","Protein"
"15182","Protein"
"15183","Protein"
"15184","Protein"
"15185","Protein"
"15186","Protein"
"15187","Protein"
"15188","Protein"
"15189","Protein"
"15190","Protein"
"15191","Protein"
"15192","Protein"
"15193","Protein"
"15194","Protein"
"15195","Protein"
"15196","Protein"
"15197","Protein"
"15198","Protein"
"15199","Protein"
"15200","Protein"
"15201","Protein"
"15202","Protein"
"15203","Protein"
"15204","Protein"
"15205","Protein"
"15206","Protein"
"15207","Protein"
"15208","Protein"
"15209","Protein"
"15210","Protein"
"15211","Protein"
"15212","Protein"
"15213","Protein"
"15214","Protein"
"15215","Protein"
"15216","Protein"
"15217","Protein"
"15218","Protein"
"15219","Protein"
"15220","Protein"
"15221","Protein"
"15222","Protein"
"15223","Protein"
"15224","Protein"
"15225","Protein"
"15226","Protein"
"15227","Protein"
"15228","Protein"
"15229","Protein"
"15230","Protein"
"15231","Protein"
"15232","Protein"
"15233","Protein"
"15234","Protein"
"15235","Protein"
"15236","Protein"
"15237","Protein"
"15238","Protein"
"15239","Protein"
"15240","Protein"
"15241","Protein"
"15242","Protein"
"15243","Protein"
"15244","Protein"
"15245","Protein"
"15246","Protein"
"15247","Protein"
"15248","Protein"
"15249","Protein"
"15250","Protein"
"15251","Protein"
"15252","Protein"
"15253","Protein"
"15254","Protein"
"15255","Protein"
"15256","Protein"
"15257","Protein"
"15258","Protein"
"15259","Protein"
"15260","Protein"
"15261","Protein"
"15262","Protein"
"15263","Protein"
"15264","Protein"
"15265","Protein"
"15266","Protein"
"15267","Protein"
"15268","Protein"
"15269","Protein"
"15270","Protein"
"15271","Protein"
"15272","Protein"
"15273","Protein"
"15274","Protein"
"15275","Protein"
"15276","Protein"
"15277","Protein"
"15278","Protein"
"15279","Protein"
"15280","Protein"
"15281","Protein"
"15282","Protein"
"15283","Protein"
"15284","Protein"
"15285","Protein"
"15286","Protein"
"15287","Protein"
"15288","Protein"
"15289","Protein"
"15290","Protein"
"15291","Protein"
"15292","Protein"
"15293","Protein"
"15294","Protein"
"15295","Protein"
"15296","Protein"
"15297","Protein"
"15298","Protein"
"15299","Protein"
"15300","Protein"
"15301","Protein"
"15302","Protein"
"15303","Protein"
"15304","Protein"
"15305","Protein"
"15306","Protein"
"15307","Protein"
"15308","Protein"
"15309","Protein"
"15310","Protein"
"15311","Protein"
"15312","Protein"
"15313","Protein"
"15314","Protein"
"15315","Protein"
"15316","Protein"
"15317","Protein"
"15318","Protein"
"15319","Protein"
"15320","Protein"
"15321","Protein"
"15322","Protein"
"15323","Protein"
"15324","Protein"
"15325","Protein"
"15326","Protein"
"15327","Protein"
"15328","Protein"
"15329","Protein"
"15330","Protein"
"15331","Protein"
"15332","Protein"
"15333","Protein"
"15334","Protein"
"15335","Protein"
"15336","Protein"
"15337","Protein"
"15338","Protein"
"15339","Protein"
"15340","Protein"
"15341","Protein"
"15342","Protein"
"15343","Protein"
"15344","Protein"
"15345","Protein"
"15346","Protein"
"15347","Protein"
"15348","Protein"
"15349","Protein"
"15350","Protein"
"15351","Protein"
"15352","Protein"
"15353","Protein"
"15354","Protein"
"15355","Protein"
"15356","Protein"
"15357","Protein"
"15358","Protein"
"15359","Protein"
"15360","Protein"
"15361","Protein"
"15362","Protein"
"15363","Protein"
"15364","Protein"
"15365","Protein"
"15366","Protein"
"15367","Protein"
"15368","Protein"
"15369","Protein"
"15370","Protein"
"15371","Protein"
"15372","Protein"
"15373","Protein"
"15374","Protein"
"15375","Protein"
"15376","Protein"
"15377","Protein"
"15378","Protein"
"15379","Protein"
"15380","Protein"
"15381","Protein"
"15382","Protein"
"15383","Protein"
"15384","Protein"
"15385","Protein"
"15386","Protein"
"15387","Protein"
"15388","Protein"
"15389","Protein"
"15390","Protein"
"15391","Protein"
"15392","Protein"
"15393","Protein"
"15394","Protein"
"15395","Protein"
"15396","Protein"
"15397","Protein"
"15398","Protein"
"15399","Protein"
"15400","Protein"
"15401","Protein"
"15402","Protein"
"15403","Protein"
"15404","Protein"
"15405","Protein"
"15406","Protein"
"15407","Protein"
"15408","Protein"
"15409","Protein"
"15410","Protein"
"15411","Protein"
"15412","Protein"
"15413","Protein"
"15414","Protein"
"15415","Protein"
"15416","Protein"
"15417","Protein"
"15418","Protein"
"15419","Protein"
"15420","Protein"
"15421","Protein"
"15422","Protein"
"15423","Protein"
"15424","Protein"
"15425","Protein"
"15426","Protein"
"15427","Protein"
"15428","Protein"
"15429","Protein"
"15430","Protein"
"15431","Protein"
"15432","Protein"
"15433","Protein"
"15434","Protein"
"15435","Protein"
"15436","Protein"
"15437","Protein"
"15438","Protein"
"15439","Protein"
"15440","Protein"
"15441","Protein"
"15442","Protein"
"15443","Protein"
"15444","Protein"
"15445","Protein"
"15446","Protein"
"15447","Protein"
"15448","Protein"
"15449","Protein"
"15450","Protein"
"15451","Protein"
"15452","Protein"
"15453","Protein"
"15454","Protein"
"15455","Protein"
"15456","Protein"
"15457","Protein"
"15458","Protein"
"15459","Protein"
"15460","Protein"
"15461","Protein"
"15462","Protein"
"15463","Protein"
"15464","Protein"
"15465","Protein"
"15466","Protein"
"15467","Protein"
"15468","Protein"
"15469","Protein"
"15470","Protein"
"15471","Protein"
"15472","Protein"
"15473","Protein"
"15474","Protein"
"15475","Protein"
"15476","Protein"
"15477","Protein"
"15478","Protein"
"15479","Protein"
"15480","Protein"
"15481","Protein"
"15482","Protein"
"15483","Protein"
"15484","Protein"
"15485","Protein"
"15486","Protein"
"15487","Protein"
"15488","Protein"
"15489","Protein"
"15490","Protein"
"15491","Protein"
"15492","Protein"
"15493","Protein"
"15494","Protein"
"15495","Protein"
"15496","Protein"
"15497","Protein"
"15498","Protein"
"15499","Protein"
"15500","Protein"
"15501","Protein"
"15502","Protein"
"15503","Protein"
"15504","Protein"
"15505","Protein"
"15506","Protein"
"15507","Protein"
"15508","Protein"
"15509","Protein"
"15510","Protein"
"15511","Protein"
"15512","Protein"
"15513","Protein"
"15514","Protein"
"15515","Protein"
"15516","Protein"
"15517","Protein"
"15518","Protein"
"15519","Protein"
"15520","Protein"
"15521","Protein"
"15522","Protein"
"15523","Protein"
"15524","Protein"
"15525","Protein"
"15526","Protein"
"15527","Protein"
"15528","Protein"
"15529","Protein"
"15530","Protein"
"15531","Protein"
"15532","Protein"
"15533","Protein"
"15534","Protein"
"15535","Protein"
"15536","Protein"
"15537","Protein"
"15538","Protein"
"15539","Protein"
"15540","Protein"
"15541","Protein"
"15542","Protein"
"15543","Protein"
"15544","Protein"
"15545","Protein"
"15546","Protein"
"15547","Protein"
"15548","Protein"
"15549","Protein"
"15550","Protein"
"15551","Protein"
"15552","Protein"
"15553","Protein"
"15554","Protein"
"15555","Protein"
"15556","Protein"
"15557","Protein"
"15558","Protein"
"15559","Protein"
"15560","Protein"
"15561","Protein"
"15562","Protein"
"15563","Protein"
"15564","Protein"
"15565","Protein"
"15566","Protein"
"15567","Protein"
"15568","Protein"
"15569","Protein"
"15570","Protein"
"15571","Protein"
"15572","Protein"
"15573","Protein"
"15574","Protein"
"15575","Protein"
"15576","Protein"
"15577","Protein"
"15578","Protein"
"15579","Protein"
"15580","Protein"
"15581","Protein"
"15582","Protein"
"15583","Protein"
"15584","Protein"
"15585","Protein"
"15586","Protein"
"15587","Protein"
"15588","Protein"
"15589","Protein"
"15590","Protein"
"15591","Protein"
"15592","Protein"
"15593","Protein"
"15594","Protein"
"15595","Protein"
"15596","Protein"
"15597","Protein"
"15598","Protein"
"15599","Protein"
"15600","Protein"
"15601","Protein"
"15602","Protein"
"15603","Protein"
"15604","Protein"
"15605","Protein"
"15606","Protein"
"15607","Protein"
"15608","Protein"
"15609","Protein"
"15610","Protein"
"15611","Protein"
"15612","Protein"
"15613","Protein"
"15614","Protein"
"15615","Protein"
"15616","Protein"
"15617","Protein"
"15618","Protein"
"15619","Protein"
"15620","Protein"
"15621","Protein"
"15622","Protein"
"15623","Protein"
"15624","Protein"
"15625","Protein"
"15626","Protein"
"15627","Protein"
"15628","Protein"
"15629","Protein"
"15630","Protein"
"15631","Protein"
"15632","Protein"
"15633","Protein"
"15634","Protein"
"15635","Protein"
"15636","Protein"
"15637","Protein"
"15638","Protein"
"15639","Protein"
"15640","Protein"
"15641","Protein"
"15642","Protein"
"15643","Protein"
"15644","Protein"
"15645","Protein"
"15646","Protein"
"15647","Protein"
"15648","Protein"
"15649","Protein"
"15650","Protein"
"15651","Protein"
"15652","Protein"
"15653","Protein"
"15654","Protein"
"15655","Protein"
"15656","Protein"
"15657","Protein"
"15658","Protein"
"15659","Protein"
"15660","Protein"
"15661","Protein"
"15662","Protein"
"15663","Protein"
"15664","Protein"
"15665","Protein"
"15666","Protein"
"15667","Protein"
"15668","Protein"
"15669","Protein"
"15670","Protein"
"15671","Protein"
"15672","Protein"
"15673","Protein"
"15674","Protein"
"15675","Protein"
"15676","Protein"
"15677","Protein"
"15678","Protein"
"15679","Protein"
"15680","Protein"
"15681","Protein"
"15682","Protein"
"15683","Protein"
"15684","Protein"
"15685","Protein"
"15686","Protein"
"15687","Protein"
"15688","Protein"
"15689","Protein"
"15690","Protein"
"15691","Protein"
"15692","Protein"
"15693","Protein"
"15694","Protein"
"15695","Protein"
"15696","Protein"
"15697","Protein"
"15698","Protein"
"15699","Protein"
"15700","Protein"
"15701","Protein"
"15702","Protein"
"15703","Protein"
"15704","Protein"
"15705","Protein"
"15706","Protein"
"15707","Protein"
"15708","Protein"
"15709","Protein"
"15710","Protein"
"15711","Protein"
"15712","Protein"
"15713","Protein"
"15714","Protein"
"15715","Protein"
"15716","Protein"
"15717","Protein"
"15718","Protein"
"15719","Protein"
"15720","Protein"
"15721","Protein"
"15722","Protein"
"15723","Protein"
"15724","Protein"
"15725","Protein"
"15726","Protein"
"15727","Protein"
"15728","Protein"
"15729","Protein"
"15730","Protein"
"15731","Protein"
"15732","Protein"
"15733","Protein"
"15734","Protein"
"15735","Protein"
"15736","Protein"
"15737","Protein"
"15738","Protein"
"15739","Protein"
"15740","Protein"
"15741","Protein"
"15742","Protein"
"15743","Protein"
"15744","Protein"
"15745","Protein"
"15746","Protein"
"15747","Protein"
"15748","Protein"
"15749","Protein"
"15750","Protein"
"15751","Protein"
"15752","Protein"
"15753","Protein"
"15754","Protein"
"15755","Protein"
"15756","Protein"
"15757","Protein"
"15758","Protein"
"15759","Protein"
"15760","Protein"
"15761","Protein"
"15762","Protein"
"15763","Protein"
"15764","Protein"
"15765","Protein"
"15766","Protein"
"15767","Protein"
"15768","Protein"
"15769","Protein"
"15770","Protein"
"15771","Protein"
"15772","Protein"
"15773","Protein"
"15774","Protein"
"15775","Protein"
"15776","Protein"
"15777","Protein"
"15778","Protein"
"15779","Protein"
"15780","Protein"
"15781","Protein"
"15782","Protein"
"15783","Protein"
"15784","Protein"
"15785","Protein"
"15786","Protein"
"15787","Protein"
"15788","Protein"
"15789","Protein"
"15790","Protein"
"15791","Protein"
"15792","Protein"
"15793","Protein"
"15794","Protein"
"15795","Protein"
"15796","Protein"
"15797","Protein"
"15798","Protein"
"15799","Protein"
"15800","Protein"
"15801","Protein"
"15802","Protein"
"15803","Protein"
"15804","Protein"
"15805","Protein"
"15806","Protein"
"15807","Protein"
"15808","Protein"
"15809","Protein"
"15810","Protein"
"15811","Protein"
"15812","Protein"
"15813","Protein"
"15814","Protein"
"15815","Protein"
"15816","Protein"
"15817","Protein"
"15818","Protein"
"15819","Protein"
"15820","Protein"
"15821","Protein"
"15822","Protein"
"15823","Protein"
"15824","Protein"
"15825","Protein"
"15826","Protein"
"15827","Protein"
"15828","Protein"
"15829","Protein"
"15830","Protein"
"15831","Protein"
"15832","Protein"
"15833","Protein"
"15834","Protein"
"15835","Protein"
"15836","Protein"
"15837","Protein"
"15838","Protein"
"15839","Protein"
"15840","Protein"
"15841","Protein"
"15842","Protein"
"15843","Protein"
"15844","Protein"
"15845","Protein"
"15846","Protein"
"15847","Protein"
"15848","Protein"
"15849","Protein"
"15850","Protein"
"15851","Protein"
"15852","Protein"
"15853","Protein"
"15854","Protein"
"15855","Protein"
"15856","Protein"
"15857","Protein"
"15858","Protein"
"15859","Protein"
"15860","Protein"
"15861","Protein"
"15862","Protein"
"15863","Protein"
"15864","Protein"
"15865","Protein"
"15866","Protein"
"15867","Protein"
"15868","Protein"
"15869","Protein"
"15870","Protein"
"15871","Protein"
"15872","Protein"
"15873","Protein"
"15874","Protein"
"15875","Protein"
"15876","Protein"
"15877","Protein"
"15878","Protein"
"15879","Protein"
"15880","Protein"
"15881","Protein"
"15882","Protein"
"15883","Protein"
"15884","Protein"
"15885","Protein"
"15886","Protein"
"15887","Protein"
"15888","Protein"
"15889","Protein"
"15890","Protein"
"15891","Protein"
"15892","Protein"
"15893","Protein"
"15894","Protein"
"15895","Protein"
"15896","Protein"
"15897","Protein"
"15898","Protein"
"15899","Protein"
"15900","Protein"
"15901","Protein"
"15902","Protein"
"15903","Protein"
"15904","Protein"
"15905","Protein"
"15906","Protein"
"15907","Protein"
"15908","Protein"
"15909","Protein"
"15910","Protein"
"15911","Protein"
"15912","Protein"
"15913","Protein"
"15914","Protein"
"15915","Protein"
"15916","Protein"
"15917","Protein"
"15918","Protein"
"15919","Protein"
"15920","Protein"
"15921","Protein"
"15922","Protein"
"15923","Protein"
"15924","Protein"
"15925","Protein"
"15926","Protein"
"15927","Protein"
"15928","Protein"
"15929","Protein"
"15930","Protein"
"15931","Protein"
"15932","Protein"
"15933","Protein"
"15934","Protein"
"15935","Protein"
"15936","Protein"
"15937","Protein"
"15938","Protein"
"15939","Protein"
"15940","Protein"
"15941","Protein"
"15942","Protein"
"15943","Protein"
"15944","Protein"
"15945","Protein"
"15946","Protein"
"15947","Protein"
"15948","Protein"
"15949","Protein"
"15950","Protein"
"15951","Protein"
"15952","Protein"
"15953","Protein"
"15954","Protein"
"15955","Protein"
"15956","Protein"
"15957","Protein"
"15958","Protein"
"15959","Protein"
"15960","Protein"
"15961","Protein"
"15962","Protein"
"15963","Protein"
"15964","Protein"
"15965","Protein"
"15966","Protein"
"15967","Protein"
"15968","Protein"
"15969","Protein"
"15970","Protein"
"15971","Protein"
"15972","Protein"
"15973","Protein"
"15974","Protein"
"15975","Protein"
"15976","Protein"
"15977","Protein"
"15978","Protein"
"15979","Protein"
"15980","Protein"
"15981","Protein"
"15982","Protein"
"15983","Protein"
"15984","Protein"
"15985","Protein"
"15986","Protein"
"15987","Protein"
"15988","Protein"
"15989","Protein"
"15990","Protein"
"15991","Protein"
"15992","Protein"
"15993","Protein"
"15994","Protein"
"15995","Protein"
"15996","Protein"
"15997","Protein"
"15998","Protein"
"15999","Protein"
"16000","Protein"
"16001","Protein"
"16002","Protein"
"16003","Protein"
"16004","Protein"
"16005","Protein"
"16006","Protein"
"16007","Protein"
"16008","Protein"
"16009","Protein"
"16010","Protein"
"16011","Protein"
"16012","Protein"
"16013","Protein"
"16014","Protein"
"16015","Protein"
"16016","Protein"
"16017","Protein"
"16018","Protein"
"16019","Protein"
"16020","Protein"
"16021","Protein"
"16022","Protein"
"16023","Protein"
"16024","Protein"
"16025","Protein"
"16026","Protein"
"16027","Protein"
"16028","Protein"
"16029","Protein"
"16030","Protein"
"16031","Protein"
"16032","Protein"
"16033","Protein"
"16034","Protein"
"16035","Protein"
"16036","Protein"
"16037","Protein"
"16038","Protein"
"16039","Protein"
"16040","Protein"
"16041","Protein"
"16042","Protein"
"16043","Protein"
"16044","Protein"
"16045","Protein"
"16046","Protein"
"16047","Protein"
"16048","Protein"
"16049","Protein"
"16050","Protein"
"16051","Protein"
"16052","Protein"
"16053","Protein"
"16054","Protein"
"16055","Protein"
"16056","Protein"
"16057","Protein"
"16058","Protein"
"16059","Protein"
"16060","Protein"
"16061","Protein"
"16062","Protein"
"16063","Protein"
"16064","Protein"
"16065","Protein"
